    fip     | dnp3  | index |           type            |                         dev                         |           attr            |          bit          
 S24-SWA-DN | 35837 |    46 | ABNORMAL_CONDITION_DEVICE | SWA_X02_226WT_HI_TRP                                | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35838 |    46 | ABNORMAL_CONDITION_DEVICE | SWA_X02_226WT_HI_TRP                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35839 |    47 | ABNORMAL_CONDITION_DEVICE | SWA_X02_263SP_ALM                                   | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35840 |    47 | ABNORMAL_CONDITION_DEVICE | SWA_X02_263SP_ALM                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35841 |    48 | ABNORMAL_CONDITION_DEVICE | SWA_X02_263SP_TRP                                   | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35842 |    48 | ABNORMAL_CONDITION_DEVICE | SWA_X02_263SP_TRP                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35843 |    49 | ABNORMAL_CONDITION_DEVICE | SWA_X02_226QT_ALM                                   | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35844 |    49 | ABNORMAL_CONDITION_DEVICE | SWA_X02_226QT_ALM                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35845 |    50 | ABNORMAL_CONDITION_DEVICE | SWA_X02_226QT_TRP                                   | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35846 |    50 | ABNORMAL_CONDITION_DEVICE | SWA_X02_226QT_TRP                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35847 |    51 | ABNORMAL_CONDITION_DEVICE | SWA_X02_263OL_ALM                                   | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35848 |    51 | ABNORMAL_CONDITION_DEVICE | SWA_X02_263OL_ALM                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35849 |    52 | ABNORMAL_CONDITION_DEVICE | SWA_X02_PRV_ALM                                     | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35850 |    52 | ABNORMAL_CONDITION_DEVICE | SWA_X02_PRV_ALM                                     | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35851 |    53 | ABNORMAL_CONDITION_DEVICE | SWA_X02_MPWR_27                                     | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35852 |    53 | ABNORMAL_CONDITION_DEVICE | SWA_X02_MPWR_27                                     | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35853 |    54 | ABNORMAL_CONDITION_DEVICE | SWA_X02_SIN_RELAY_27                                | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35854 |    54 | ABNORMAL_CONDITION_DEVICE | SWA_X02_SIN_RELAY_27                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35855 |    55 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_33_DOOR_OPEN_TRP                            | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35856 |    55 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_33_DOOR_OPEN_TRP                            | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35857 |    56 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_189_NDS_OPEN                                | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35858 |    56 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_189_NDS_OPEN                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35859 |    57 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_126DT_HI_ALM                                | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35860 |    57 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_126DT_HI_ALM                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35861 |    58 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_27_ALM                                      | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35862 |    58 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_27_ALM                                      | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35863 |    59 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_180AX_ALM                                   | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35864 |    59 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_180AX_ALM                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35865 |    60 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_180TX_TRP                                   | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35866 |    60 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_180TX_TRP                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35867 |    61 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_103ASS_ALM                                  | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35868 |    61 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_103ASS_ALM                                  | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35869 |    62 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_103DSS_ALM                                  | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35870 |    62 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_103DSS_ALM                                  | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35871 |    63 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_126DT_HI_TRP                                | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35872 |    63 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_126DT_HI_TRP                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35873 |    64 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_27GR1_PS_ALM                                | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35874 |    64 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_27GR1_PS_ALM                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35875 |    65 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_164G_ENCL_GND_ALM                           | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35876 |    65 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_164G_ENCL_GND_ALM                           | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35877 |    66 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_164A_ENCL_ALIVE_TRP                         | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35878 |    66 | ABNORMAL_CONDITION_DEVICE | SWA_Z02_164A_ENCL_ALIVE_TRP                         | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35879 |    67 | ABNORMAL_CONDITION_DEVICE | SWA_NGD_HI_CURRENT_SCR_ALM                          | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35880 |    67 | ABNORMAL_CONDITION_DEVICE | SWA_NGD_HI_CURRENT_SCR_ALM                          | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35881 |    68 | ABNORMAL_CONDITION_DEVICE | SWA_NGD_TIMED_CURRENT_SCR_ALM                       | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35882 |    68 | ABNORMAL_CONDITION_DEVICE | SWA_NGD_TIMED_CURRENT_SCR_ALM                       | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35883 |    69 | ABNORMAL_CONDITION_DEVICE | SWA_G03_BYPASS_SWITCH_CLOSED                        | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35884 |    69 | ABNORMAL_CONDITION_DEVICE | SWA_G03_BYPASS_SWITCH_CLOSED                        | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35885 |    70 | ABNORMAL_CONDITION_DEVICE | SWA_NGD_TROUBLE                                     | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35886 |    70 | ABNORMAL_CONDITION_DEVICE | SWA_NGD_TROUBLE                                     | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35887 |    71 | ABNORMAL_CONDITION_DEVICE | SWA_DC_ENCLR_ALIVE                                  | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35888 |    71 | ABNORMAL_CONDITION_DEVICE | SWA_DC_ENCLR_ALIVE                                  | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35889 |    72 | ABNORMAL_CONDITION_DEVICE | SWA_DC_ENCLR_GND                                    | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35890 |    72 | ABNORMAL_CONDITION_DEVICE | SWA_DC_ENCLR_GND                                    | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35891 |    73 | ABNORMAL_CONDITION_DEVICE | SWA_GND_CKT_PWR_FAIL                                | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35892 |    73 | ABNORMAL_CONDITION_DEVICE | SWA_GND_CKT_PWR_FAIL                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35893 |    76 | ABNORMAL_CONDITION_DEVICE | SWA_D01_PWR_FAIL                                    | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35894 |    76 | ABNORMAL_CONDITION_DEVICE | SWA_D01_PWR_FAIL                                    | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35895 |    77 | ABNORMAL_CONDITION_DEVICE | SWA_D01_REV_CURR_TRP                                | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35896 |    77 | ABNORMAL_CONDITION_DEVICE | SWA_D01_REV_CURR_TRP                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35897 |    80 | ABNORMAL_CONDITION_DEVICE | SWA_D04_PWR_FAIL                                    | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35898 |    80 | ABNORMAL_CONDITION_DEVICE | SWA_D04_PWR_FAIL                                    | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35899 |    81 | ABNORMAL_CONDITION_DEVICE | SWA_D04_REV_CURR_TRP                                | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35900 |    81 | ABNORMAL_CONDITION_DEVICE | SWA_D04_REV_CURR_TRP                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35901 |    84 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D02_BRK_OPERATE_POS                         | ABC_DEVICE_LOG_ONLY_IND   | ALARM
 S24-SWA-DN | 35902 |    84 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D02_BRK_OPERATE_POS                         | ABC_DEVICE_LOG_ONLY_IND   | NO_ALARM
 S24-SWA-DN | 35903 |    85 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D02_BRK_TEST_POSITION                       | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35904 |    85 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D02_BRK_TEST_POSITION                       | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35907 |    87 | ABNORMAL_CONDITION_DEVICE | SWA_D02_PWR_FAIL                                    | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35908 |    87 | ABNORMAL_CONDITION_DEVICE | SWA_D02_PWR_FAIL                                    | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35909 |    88 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D02_MOD_LED_LOCK_OUT                        | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35910 |    88 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D02_MOD_LED_LOCK_OUT                        | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35911 |    89 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D02_HARD_LOCKOUT                            | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35912 |    89 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D02_HARD_LOCKOUT                            | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35913 |    90 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D02_OVERCURRENT                             | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35914 |    90 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D02_OVERCURRENT                             | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35915 |    93 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D03_BRK_OPERATE_POS                         | ABC_DEVICE_LOG_ONLY_IND   | ALARM
 S24-SWA-DN | 35916 |    93 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D03_BRK_OPERATE_POS                         | ABC_DEVICE_LOG_ONLY_IND   | NO_ALARM
 S24-SWA-DN | 35917 |    94 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D03_BRK_TEST_POSITION                       | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35918 |    94 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D03_BRK_TEST_POSITION                       | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35921 |    96 | ABNORMAL_CONDITION_DEVICE | SWA_D03_PWR_FAIL                                    | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35922 |    96 | ABNORMAL_CONDITION_DEVICE | SWA_D03_PWR_FAIL                                    | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35923 |    97 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D03_MOD_LED_LOCK_OUT                        | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35924 |    97 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D03_MOD_LED_LOCK_OUT                        | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35925 |    98 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D03_HARD_LOCKOUT                            | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35926 |    98 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D03_HARD_LOCKOUT                            | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35927 |    99 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D03_OVERCURRENT                             | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35928 |    99 | ABNORMAL_CONDITION_DEVICE | SWA_MPR_D03_OVERCURRENT                             | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35929 |   102 | ABNORMAL_CONDITION_DEVICE | SWA_BKR_252_1_UNDERVOLT                             | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35930 |   102 | ABNORMAL_CONDITION_DEVICE | SWA_BKR_252_1_UNDERVOLT                             | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35931 |   103 | ABNORMAL_CONDITION_DEVICE | SWA_BKR_252_2_UNDERVOLT                             | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35932 |   103 | ABNORMAL_CONDITION_DEVICE | SWA_BKR_252_2_UNDERVOLT                             | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35933 |   104 | ABNORMAL_CONDITION_DEVICE | SWA_BKR_252_8_UNDERVOLT                             | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35934 |   104 | ABNORMAL_CONDITION_DEVICE | SWA_BKR_252_8_UNDERVOLT                             | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35935 |   105 | ABNORMAL_CONDITION_DEVICE | SWA_BKR_252_1_LINE_UNDERVOLT                        | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35936 |   105 | ABNORMAL_CONDITION_DEVICE | SWA_BKR_252_1_LINE_UNDERVOLT                        | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35937 |   106 | ABNORMAL_CONDITION_DEVICE | SWA_BKR_252_2_LINE_UNDERVOLT                        | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35938 |   106 | ABNORMAL_CONDITION_DEVICE | SWA_BKR_252_2_LINE_UNDERVOLT                        | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35939 |   107 | ABNORMAL_CONDITION_DEVICE | SWA_L02_27_UNDERVOLT                                | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35940 |   107 | ABNORMAL_CONDITION_DEVICE | SWA_L02_27_UNDERVOLT                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35941 |   108 | ABNORMAL_CONDITION_DEVICE | SWA_PS1_24VDC_ALM                                   | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35942 |   108 | ABNORMAL_CONDITION_DEVICE | SWA_PS1_24VDC_ALM                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35943 |   109 | ABNORMAL_CONDITION_DEVICE | SWA_PS2_24VDC_ALM                                   | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35944 |   109 | ABNORMAL_CONDITION_DEVICE | SWA_PS2_24VDC_ALM                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35945 |   110 | ABNORMAL_CONDITION_DEVICE | SWA_L01_27_UNDERVOLT                                | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35946 |   110 | ABNORMAL_CONDITION_DEVICE | SWA_L01_27_UNDERVOLT                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35947 |   111 | ABNORMAL_CONDITION_DEVICE | SWA_P01_27_UNDERVOLT                                | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35948 |   111 | ABNORMAL_CONDITION_DEVICE | SWA_P01_27_UNDERVOLT                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35949 |   112 | ABNORMAL_CONDITION_DEVICE | SWA_ATS_480VAC_BACKUP                               | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35950 |   112 | ABNORMAL_CONDITION_DEVICE | SWA_ATS_480VAC_BACKUP                               | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35951 |   113 | ABNORMAL_CONDITION_DEVICE | SWA_IE3000_HI_TMP_ALM                               | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35952 |   113 | ABNORMAL_CONDITION_DEVICE | SWA_IE3000_HI_TMP_ALM                               | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35953 |   114 | ABNORMAL_CONDITION_DEVICE | SWA_DC_HOUSE_1_HVAC_PWR_FAIL                        | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35954 |   114 | ABNORMAL_CONDITION_DEVICE | SWA_DC_HOUSE_1_HVAC_PWR_FAIL                        | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35955 |   115 | ABNORMAL_CONDITION_DEVICE | SWA_DC_HOUSE_HIGH_TMP_ALM                           | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35956 |   115 | ABNORMAL_CONDITION_DEVICE | SWA_DC_HOUSE_HIGH_TMP_ALM                           | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35957 |   116 | ABNORMAL_CONDITION_DEVICE | SWA_DC_HOUSE_2_HVAC_PWR_FAIL                        | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35958 |   116 | ABNORMAL_CONDITION_DEVICE | SWA_DC_HOUSE_2_HVAC_PWR_FAIL                        | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35959 |   117 | ABNORMAL_CONDITION_DEVICE | SWA_AC_HOUSE_1_HVAC_PWR_FAIL                        | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35960 |   117 | ABNORMAL_CONDITION_DEVICE | SWA_AC_HOUSE_1_HVAC_PWR_FAIL                        | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35961 |   118 | ABNORMAL_CONDITION_DEVICE | SWA_AC_HOUSE_HIGH_TMP_ALM                           | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35962 |   118 | ABNORMAL_CONDITION_DEVICE | SWA_AC_HOUSE_HIGH_TMP_ALM                           | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35963 |   120 | ABNORMAL_CONDITION_DEVICE | SWA_FIRE_ALM_PANEL_TROUBLE                          | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35964 |   120 | ABNORMAL_CONDITION_DEVICE | SWA_FIRE_ALM_PANEL_TROUBLE                          | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35967 |   122 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_BLS_TRIP                                   | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35968 |   122 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_BLS_TRIP                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35969 |   123 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_BLS_FAULT                                  | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35970 |   123 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_BLS_FAULT                                  | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35971 |   124 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_MPR_2_TT                                   | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35972 |   124 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_MPR_2_TT                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35973 |   125 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_MPR_3_TT                                   | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35974 |   125 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_MPR_3_TT                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35975 |   126 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_MPR_2_ET                                   | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35976 |   126 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_MPR_2_ET                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35977 |   127 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_MPR_3_ET                                   | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35978 |   127 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_MPR_3_ET                                   | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35979 |   128 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_IOM_TRP_ALARM                              | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35980 |   128 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_IOM_TRP_ALARM                              | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35981 |   130 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_CHA_OUTAGE                                 | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35982 |   130 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_CHA_OUTAGE                                 | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35983 |   131 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_CHB_OUTAGE                                 | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35984 |   131 | ABNORMAL_CONDITION_DEVICE | SWA_ETTC_CHB_OUTAGE                                 | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35985 |   132 | ABNORMAL_CONDITION_DEVICE | SWA_BC01_BATT_VOLT_PROB_ALARM                       | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35986 |   132 | ABNORMAL_CONDITION_DEVICE | SWA_BC01_BATT_VOLT_PROB_ALARM                       | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35987 |   133 | ABNORMAL_CONDITION_DEVICE | SWA_BC01_BATT_OVERTMP_SWITCH                        | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35988 |   133 | ABNORMAL_CONDITION_DEVICE | SWA_BC01_BATT_OVERTMP_SWITCH                        | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35989 |   134 | ABNORMAL_CONDITION_DEVICE | SWA_BATTERY_FAN_LOSS                                | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35990 |   134 | ABNORMAL_CONDITION_DEVICE | SWA_BATTERY_FAN_LOSS                                | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35991 |   135 | ABNORMAL_CONDITION_DEVICE | SWA_BC01_POS_GND_FAULT_ALM                          | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35992 |   135 | ABNORMAL_CONDITION_DEVICE | SWA_BC01_POS_GND_FAULT_ALM                          | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35993 |   136 | ABNORMAL_CONDITION_DEVICE | SWA_BC01_NEG_GND_FAULT_ALM                          | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35994 |   136 | ABNORMAL_CONDITION_DEVICE | SWA_BC01_NEG_GND_FAULT_ALM                          | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35995 |   137 | ABNORMAL_CONDITION_DEVICE | SWA_BC01_AC_IN_FAIL_ALM                             | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35996 |   137 | ABNORMAL_CONDITION_DEVICE | SWA_BC01_AC_IN_FAIL_ALM                             | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35997 |   138 | ABNORMAL_CONDITION_DEVICE | SWA_BC01_DC_OUT_FAIL_ALM                            | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 35998 |   138 | ABNORMAL_CONDITION_DEVICE | SWA_BC01_DC_OUT_FAIL_ALM                            | ABC_DEVICE_ELEC_IND       | NO_ALARM
 S24-SWA-DN | 35999 |   139 | ABNORMAL_CONDITION_DEVICE | SWA_IPR_252_1_OFFLINE                               | ABC_DEVICE_ELEC_IND       | ALARM
 S24-SWA-DN | 36000 |   139 | ABNORMAL_CONDITION_DEVICE | SWA_IPR_252_1_OFFLINE                               | ABC_DEVICE_ELEC_IND       | NO_ALARM
